text,label_text,language,source,label
گامبد جوان,hateful,fa,phicad,2
گردن نمیگیریمت,hateful,fa,phicad,2
ترجیح میدم بمیرم ولی یه بار دیگه مجبور نشم مهمون ببرم سمت تکسیم و استقلال,safe,fa,phate,0
"@Morning_Joe Wonder how many US citizens have joined ISIS after listening to Joe Scarborough trash this ""black President?"" Good Job Joe!!",sensitive,en,hate_speech_offensive,1
RT @DCPlod: The paranoid fear of sharia on the right boils down to: Christian fundamentalists should be the sole oppressors and persecu ...,safe,en,hate_speech_offensive,0
چرا نمیمیری تو؟ تو چرا تموم نمیشی؟,hateful,fa,phicad,2
کی دست کرده تو شورت من؟؟ 🥲,sensitive,fa,phicad,1
این خانم کیت بلانشت سریالی بازی کرده معلمه یکی از دانش اموزاش به سن قانونیم نرسیده عاشق معلمه میشه کم کم معلم با اینکه شوهرو چندتا بچه داره درگیر این عشقو عاشقی میشه با پسره کم سن اولین بار رابطه سکس برقرار میکنه زیر پل کنار ریل قطار ووفیلم جالبیه مردم شهر میفهمن میرن درخانشحتما نگاه کنید فیلمشو,sensitive,fa,phicad,1
۶ سال پشت کنکور یه بحثه رتبه ۸۰۰ یه بحث دگ ....یا تو خنگی، یا کنکور نمیخوندی یا نمیدونی ۶ سال چقدره,sensitive,fa,phate,1
"@BrocktonBitch 
We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass",sensitive,en,hate_speech_offensive,1
"@t5_harris Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU",hateful,en,hate_speech_offensive,2
I want all my hoes back,sensitive,en,hate_speech_offensive,1
چقد تو خوشگلی لعنتی ولی قدر خودتو بدون نزار هرکسی دستت بزنه هرزه بودن خیلی بده دختر خوش قلب ❤️ ❤️,sensitive,fa,phicad,1
خدایا خودت کمک کن از این همه زیا دروغ نجات یده,hateful,fa,phicad,2
BBC News فارسی - مرور مطبوعات ایران ۲۱ بهمن ۵۷؛ درگیری مسلحانه در پادگان نیروی هوایی ایران @URL,safe,fa,pars_off,0
کاش زاکربرگ کودن این موندن جای مسیج پاک شده‌ی بیصاحابو از واتسپ حذف میکرد,sensitive,fa,phate,1
خرس مهربان ایران گوگولی جوون تپل مهربان,hateful,fa,phicad,2
باید ترور شه این,hateful,fa,phicad,2
"علی علیزاده رو به عنوان تحلیلگر سیاسی آوردن بودن شبکه دو داشت زر میزد
چقدر از این آدم بدم میاد 
این جدی لندن چه غلطی میکنه چرا برنمیگرده ایران؟!
#مهسا_امینی",sensitive,fa,phate,1
@yelafox @_saharbabyy because hoes disguise themselves as real women,sensitive,en,hate_speech_offensive,1
بیکاز نو 😮 یس,hateful,fa,phicad,2
@USER یه جایزه صلح نوبل باید به جقی ها بدن ، جقی ها نه تجاوز میکنن نه خشونت دارن نه جنگ میکنن,sensitive,fa,pars_off,1
"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me",hateful,en,hate_speech_offensive,2
خراب کردن کنکور، خراب کردن سرنوشت نیست. نتیجه خوب گرفتن در کنکور هم ضامن سعادت نیست. #کنکور_سراسری #کنکور۹۹,safe,fa,pars_off,0
یاشاسین هم وطنیم,safe,fa,phicad,0
He so trash RT @yusufyuie Cary Williamsc GOT CARRIED lol,safe,en,hate_speech_offensive,0
I'm with 3 bitches &amp; 2 of em mix,sensitive,en,hate_speech_offensive,1
تو برگشتی و عده ای برنگشتن.تو و امثال تو رفتید و این خاک....یادتون و یادت همیشه برای من و ما محترم است. @URL,safe,fa,pars_off,0
اخ چقدر داغم امشب 🔥,sensitive,fa,phicad,1
خفههخ,hateful,fa,phicad,2
Tiny out here looking like an albino red nose pitbull from a dope boy's trap house.,safe,en,hate_speech_offensive,0
RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;,safe,en,hate_speech_offensive,0
"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",safe,en,hate_speech_offensive,0
"RT @MrCouture: I have so many questions about that sex tape. I love love LOVE me some Mimi and if that thirsty dude releases it, he's trash&#8230;",safe,en,hate_speech_offensive,0
اسکول ها,hateful,fa,phicad,2
سگ توتون یکم جذاب تر باشین,sensitive,fa,phate,1
تیم ظریف جعلق باز وارد شدن که چاره کنن؟ #حسین_رونقی رو آزاد کردن که بعد حمله بهش کنن که چرا هنوز زنده است و فلان و بیسار؟ نگار مرتضوی دروغگو باز بره توی ucla حرف مفت بزنه؟ اینجا همه بیفتن به جون هم؟ بسه دیگه،#اعتصابات مهمه.,sensitive,fa,phate,1
کونی کیرم تو اون دماغ کیریت,hateful,fa,phicad,2
Chance is trash,safe,en,hate_speech_offensive,0
"وحید شمسایی علیرضا دبیر و گربه جویبار حسن یزدانی این روزها هرگز یادمون نمیره گذر کون به تزریقاتی میفته
#مهسا_امینی 
#OpIran 
#مهسا_امینی",sensitive,fa,phate,1
"RT @TheXbone: Twitch Plays Call of Duty. Enter trash talk in the chat, the auto-aim will do the rest",safe,en,hate_speech_offensive,0
همین زدن حرفشم از ی ادم فیمس و سرشناس مثل شما خایه میخاد عموپویان 👏🏻 👏🏻 👏🏻 گنگت بالاس و دمت گرم 💚 🤍 ❤️ ایران ازاد میشه بزودی و هممه ی زندانی های سیاسی مونم برمیگردن ب اغوش خانواده هاشون 🙏,sensitive,fa,phicad,1
خودشون ردیف اول استخر مختلط هستن,sensitive,fa,phicad,1
استوری گذاشته قفسه دنده شکسته 😂 😂,hateful,fa,phicad,2
افتخارمایی 👏 ❤️,safe,fa,phicad,0
اونو باید کنم، مامانم که اونجور، بابامم چند وقت پیش توتونش رو داد به شما دود شد رفت، یتیمیم ما دو تا داداش. گفتم ای بابا تو چقدر بد بختی، بذار بکشمت بمیری راحت شی. گفت آخه کسکش، عوضی، کیری، بی احساس من یه سیگارم که دارم باهات حرف می‌زنم، پشمات نریخته؟!! باز می‌خوای منو بکشی؟!,sensitive,fa,pars_off,1
@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,hateful,en,hate_speech_offensive,2
خداقوت و خسته نباشید ❤️ 🙏,safe,fa,phicad,0
🤮 🤮 حتی لایق فحش نیستی لجن در هر صورت لجنه,hateful,fa,phicad,2
دروغ میگن برلین برای سوخت تظاهرات کردنکجایید مردم همه دیدن لامصباا,hateful,fa,phicad,2
این بهترین پرسپولیس تو چهل سال اخیره,safe,fa,phicad,0
John Kerry.... the SELLOUT: http://t.co/SFIRSvDy #neverforget how this pussy screwed our troops in Vietnam. Now he's rewarded. Disgusting.,sensitive,en,hate_speech_offensive,1
You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.,safe,en,hate_speech_offensive,0
Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL,safe,en,hate_speech_offensive,0
دوروز پیشت مبارک 😂,safe,fa,phicad,0
RT @kxllcity_: why do females think its cute too be rude af all the time and mean for no reason that shit aint cute bitch,sensitive,en,hate_speech_offensive,1
@USER وقتی پنج تا دسته خر ضربدری برن رو سوراخ ما پنج تا دسته خر داریم با یه سوراخ پاره,sensitive,fa,pars_off,1
Ayy Carlton is a ghetto school now #SwitchedAtBirth,hateful,en,hate_speech_offensive,2
دلقک بازیگر,hateful,fa,phicad,2
RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv,safe,en,hate_speech_offensive,0
@ashleyrike sick bitch!!,sensitive,en,hate_speech_offensive,1
یادتون رفت بنویسید کار جمهوری اسلامیه 😂 😂,hateful,fa,phicad,2
"Of all the lazy bitches, I was the laziest today #noregrets",sensitive,en,hate_speech_offensive,1
نگار مرتضوی یکی از لجن‌ترین ایرانیان در جهانه. https://t.co/IMZbgduhC2,sensitive,fa,phate,1
"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",safe,en,hate_speech_offensive,0
"کسکشا بچه مردمو تو خیابون مث سگ میزنن هیشکی کیرشم نیست.
حالا اومدن عکس چنتا بسیجی رو الکی درست کردن شهدای حجاب.
کیرم تو دهن تک تکتون.
کسکشای خایه مال خود فروخته
#MahsaAmini 
#مهسا_امینی",hateful,fa,phate,2
 مهسا امینی اتحاد تاپیروزی,safe,fa,phicad,0
تو جاودانه ای ❤️ ❤️ ❤️,safe,fa,phicad,0
خاکبررسرت خاکبررسرت,hateful,fa,phicad,2
💙 وریا گیان,safe,fa,phicad,0
با وجود جناب خان عالی 👏 👏,safe,fa,phicad,0
"سال هاست عادت کردین که به مردم دهن کجی کنین! دروغ بگین! سر بیگناه بالای دار ببرین! قتل ناموسی رو تبدیل به عرف کنین! هواپیمای مسافربری رو با موشک بزنین! بچه ده سالمون رو به رگبار ببندین! ولی ته ذهنتون هم می دونین که تموم شدین!
#هواپیمای_اوکراینی
#محسن_شکاری 
#مهسا_امینی",hateful,fa,phate,2
"got a death wish against like 675 cunts, I'm just no a happy man #fuckittt",sensitive,en,hate_speech_offensive,1
یعنی یه کامنت تایید ومثبت نداریبفهم نفهم 😒,hateful,fa,phicad,2
موفق باشی زیبا جانم,safe,fa,phicad,0
Can't beat a score of 12 on flappy bird #givingup,safe,en,hate_speech_offensive,0
دروغ که خناق نیست,hateful,fa,phicad,2
کاش لال مونی نمیگرفتید,hateful,fa,phicad,2
😭 💔 🍃 وطنم پاره تنم ایرانم,safe,fa,phicad,0
@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke,safe,en,hate_speech_offensive,0
عشقی عشق علی دائی عزیزم 🔥 👏 👏 ❤️ ❤️ ❤️,safe,fa,phicad,0
خاک بر سر مجلس انقلابی کو سال سابقه کاری,hateful,fa,phicad,2
Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm,safe,en,hate_speech_offensive,0
تو یکی خفه شو وسط باز 😏 🖕 🖕,hateful,fa,phicad,2
اه حالم بهم خورد,hateful,fa,phicad,2
خدا رو شکر کمرم مثل خر درد می‌کنه و کلی هم کار دارم که باید ایستاده انجام بدم و احتمالاً بعد از یک ساعت به گای سگ رفتم و نمیتونم بشینم حتی.,sensitive,fa,pars_off,1
زادروز حضرت عشق و اواز مبارکروحش قرین ارامش,safe,fa,phicad,0
بری برنکردی,hateful,fa,phicad,2
ولي من طاقت ديدن قهرماني استقلال ندارم كاش حداقل سپاهان عن قهرمان ميشد يا گلگهر🥲💔,sensitive,fa,phate,1
"Not going to put up a red equals sign on my Facebook because I'm not a faggot, but I'm all for marriage equality #prop8",sensitive,en,hate_speech_offensive,1
Well isnt that a bitch 2 wildcards are going to the #WorldSeries,sensitive,en,hate_speech_offensive,1
"داشتم اینستا گردی میکردم. یهو برخوردم به کارت دانشجویی بچه های دانشگاه تهران و سردر دانشگاه تهران.
یادم اومد همه سالهای کنکور ارشد توی رشته من با رتبه ۴۰ تهران قبول میشدن! به راحتی.منم خوندم که همین بشه.اما از شانس بد #سهیمه دوستان همیشه در صحنه که نمیدونم چرا منقرض نمیشن 👇",sensitive,fa,phate,1
خود خری,hateful,fa,phicad,2
سلام بهنوش بختیاری دوست دارم بخورمت,sensitive,fa,phicad,1
داداش خفه,hateful,fa,phicad,2
احساس کیری دارم، شدیداً کیری، اصلا هیچ کلمه‌ای نمیتونه توصیفش کنه,sensitive,fa,pars_off,1
حرومزاده خفه شو جنده,hateful,fa,phicad,2
Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v,safe,en,hate_speech_offensive,0
Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth,sensitive,en,hate_speech_offensive,1
خواجه-وند عضو حقوقی باشگاه پرسپولیس: من و خلیل-زاده در کمیته استیناف حاضر شدیم، پرونده چندبار بررسی شد و در نهایت با بازبینی مکرر آن صحنه مشخص شد حرف شجاع درست بوده و ما منتظر بخشش هر ۲جلسه محرومیت بودیم اما در نهایت بدون گزارش داور و ناظر و تنها با استناد به یک عکس او محروم شد! @URL,safe,fa,pars_off,0
بسیجی از حیوون پست تره,hateful,fa,phicad,2
"وطن فروشان و مزدوران جمهوری اسلامی از جمعیت ایران بیشتر هستند ،
آبراهامیان 
دهباشی
نایاک
بی بی سی
کلباسی
نگار مرتضوی 
باربارا اسلاوین 
رهبران احزاب کرد
جمهوری خواهان
تمام رسانه های فارسی زبان
لامصب تمامی نداره بقیه را شما بنویسید،
مصدقی ها یادم رفت.",hateful,fa,phate,2
فقط بلد بود گوز گوز کنه,hateful,fa,phicad,2
خیلی درجه یک 👌,safe,fa,phicad,0
علی کریمی ادم پاک و دستاش خوش است حمایت به کریمی ❤️ ❤️ ❤️ ❤️ 👏 👏,safe,fa,phicad,0
چ قیافه خفن گنگی 😍 😍,safe,fa,phicad,0
خدارو شکر بهترین هدیه امثال سلامتی شما بود چقدر خوشحالم عشقین شما جناب غفوریان بزرگ 😍 😍,safe,fa,phicad,0
@ehasselbeck @bi_politics teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,hateful,en,hate_speech_offensive,2
سند ازدواجتون جلوتهقبالت 😍 😂,safe,fa,phicad,0
"""Brownies for my brownie"" I love this movie. &#128517;",safe,en,hate_speech_offensive,0
"اگر واقعا آقای ثابتی مفهوم استدلال آقای جبرائیلی رو نفهمیده باشه یعنی رکورد #پایداری در عدم درک سیاسی رو چندین پله جابجا کرده.
خسته نباشی دلاور
خدا قوت پهلوان! https://t.co/4yoyE1YgH0",sensitive,fa,phate,1
سرت سلامت بزرگ مرد انسان شریف ❤️,safe,fa,phicad,0
@SexWith_SocksOn faggot,hateful,en,hate_speech_offensive,2
"تشکر میکنم از #صدا_و_سیما که 2روز بعد از خباثت آمریکاییها، با پخش فیلم #ماموریت_غیرممکن و رشادتهای #تام_کروز، نشون داد بزرگترین حفره #جمهوری_اسلامی هستش
#ماهان_ایر
#تام_کروز
#صدا_و_سیما",hateful,fa,phate,2
"آخوند بی سواد، روزه خون و مفت خور.
#مهسا_امینی 
#Mahsa_Amini 
#اعتصابات_سراسری https://t.co/RZfA2aVDN6",hateful,fa,phate,2
خروس اوازخون بی موقعنخونی 😍,safe,fa,phicad,0
RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;,safe,en,hate_speech_offensive,0
درود بر تو سوشا مکانی,safe,fa,phicad,0
"Sum of y'all kno y'all be on lock but talking bout ""bitch I ain't doing shit tonight ho I'm tired"" &#128514;&#128557;&#128514;&#128557;&#128514; http://t.co/H5P2YxSu1h",sensitive,en,hate_speech_offensive,1
RT @the_ironsheik: hello @TheBatman you are now official big time pussy,sensitive,en,hate_speech_offensive,1
"کاش ترند میشد
#نگار_مرتضوی_گوه_خورد",sensitive,fa,phate,1
The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,safe,en,hate_speech_offensive,0
مگه ایران قانون هم داره حکومت دیکتاتوری,hateful,fa,phicad,2
(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;),safe,en,hate_speech_offensive,0
شما خایه هات اومده دهنت شما اگه مردمی بودی اصلا به اشتباه گردن میگرفتی تا دلگرمی بشه به مردم مردم ما کس خلن با این اوضاع داری در میری ولی بازم میگن دمت گرم,sensitive,fa,phicad,1
@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,hateful,en,hate_speech_offensive,2
"رسما سیرکه فوتبال ایران
میگه حجت کریمی صورتجلسه رو امضا کرده که لنگ تو آزادی بازی کنه.
خب بیناموس حتی اگه راست بگی هم وظیفته یقه شو بگیری چرا خلاف منفعت تیمش کار کرده.
فرداهم میگن مدیرعامل استقلال صورتجلسه رو امضا کرده که جامو با اسنپ بفرستیم دم در باشگاه پرسپولیس.
گوه خوردید خب.",sensitive,fa,phate,1
#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,hateful,en,hate_speech_offensive,2
RT @JamesAndDaniel: You can only call the Janoskians faggots if you're a Janoskianator,sensitive,en,hate_speech_offensive,1
RT @USER: #WeLoveYouLeila❤️❤️❤️❤️ @URL,safe,fa,pars_off,0
نزدیک محرمم هست بده بزنیم بریم صواب داره 😁,sensitive,fa,phicad,1
این عکس تو زمان خودش خیلی سسکی بوده 😂 😂 😍,sensitive,fa,phicad,1
عاشقتم زیبا 😍 ❤️,safe,fa,phicad,0
❤️ ایران ❤️ باغیرت,safe,fa,phicad,0
"RT @MaxAbrahms: When Americans claim #ISIS is just a ""local threat,"" reply: You mean just to Iraq, Syria, Turkey, Jordan, Saudi Arabia, Leb&#8230;",safe,en,hate_speech_offensive,0
وای که چقدتوپررویی خدایا مثله سگ داری التماس میکنی یکی جوابتوبده ولی کسی نیست فکرنکنم کسی بدونه توشصت سالگی روردکردی چون هیچکی بجزمن مچتونگرفته ننه هاوین https://t.co/AcBVXs2N3E,sensitive,fa,phate,1
"@richarddeitsch yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way",safe,en,hate_speech_offensive,0
Jai may make an appearance at the party... love that fag,hateful,en,hate_speech_offensive,2
Cheer up Charlie.,safe,en,hate_speech_offensive,0
تو یکی خفه شو هرزه,hateful,fa,phicad,2
@USER مرگ بر چين كمونيست مرگ بر حاميان چين كثيف در كشور عزيزم ايران  ما مردم ايران به كمكهاى چين هيچ احتياجى نداريم و خواهان رابط به اين كشور غير دمكراتيك و مستبد نيستيم مرگ بر چين و مرگ بر عوامل راهيابى چين به كشور عزيز ايران رو در حال هموار كردن هستند,hateful,fa,pars_off,2
"شرافتم خوب چیزیه
#بیشرف_نباش
#همتی 
#مهر_علیزاده",sensitive,fa,phate,1
لک گلونی,hateful,fa,phicad,2
"کاش ایرانی های آمریکا یکی این نگار مرتضوی رو خفه کنن
دیگه اعصاب ندارم هر روز یه وسط باز و ماله کش نایاکی میپره وسط میدون مبارزه
یکی شونو بکشید همه شون عقب نشینی میکنن جماعت بی جرئتی هستن🚶🏽‍♀️
#مهسا_امینی",sensitive,fa,phate,1
"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",hateful,en,hate_speech_offensive,2
@USER @USER خودم هم بصورت جدی و قانونی که حمایت نمیکنه وارد عمل میشم .حتی به قیمت اینکه بهم بگن به تو چه !!  اگر خواستین این مورد کودک آزاری رو اطلاعات دقیقش رو بدید من پیگیری میکنم .,sensitive,fa,pars_off,1
کتک نخوردی 😂 ؟,hateful,fa,phicad,2
باغ انارت باشه ❤️ ❤️,safe,fa,phicad,0
"jooooooked out RT @topmodelciara: &#8220;@11wdNICK: 4 old hoes, a ponk, and a dyke outchea having ""girl talk""&#8221;LMAO",sensitive,en,hate_speech_offensive,1
خودت مریضی و امثالت,hateful,fa,phicad,2
جوون چه خوشگلی تو این کیر شده مستت یا هیچکی یا تو 😍 😍,sensitive,fa,phicad,1
Roman Catholics in the US are trash. They give Catholics in Europe a bad name.,hateful,en,hate_speech_offensive,2
ببر کورد پلاستیکی فروردینی ✋,hateful,fa,phicad,2
😂 😂 پس ضربه های قوی تری قراره تجربه کنی گوزز,hateful,fa,phicad,2
"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",sensitive,en,hate_speech_offensive,1
@USER عزیزم این که از درد بی کُسی مجبور شدی با سگت هم خوابه بشی معنیس این نیست که همه ی مردای خاورمیانه ای مثه خودت هَوَلِ کُس اند که,sensitive,fa,pars_off,1
برو بابا ارزش نگاه کردنم نداری,hateful,fa,phicad,2
"حواستون هست که به خاطر رعنا رحیم پور هرزه،
الهام افکاری عزیز رو بازداشت کردن دیگه؟
ای شاشیدم توی این @BBC که جلوی این هرزه رو نمیگیره‌.
#مهسا_امینی",sensitive,fa,phate,1
"I wasn't born lastnight , I know theses hoes ain't right &#128080;",sensitive,en,hate_speech_offensive,1
سایبری پست ندا یاسی,hateful,fa,phicad,2
@TeflonDon4200 why lil ricky stole MJ Chain and tried to flex with the bitch in his avi,sensitive,en,hate_speech_offensive,1
@Huntermoore so does my juicy pussy,sensitive,en,hate_speech_offensive,1
ننگ ما,hateful,fa,phicad,2
ای شیطون از اول سسکی بودی,sensitive,fa,phicad,1
"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",hateful,en,hate_speech_offensive,2
"مهناز افشار سرش تو کون یامین پور گیر کرده؟
#مهسا_امینی
#OpIran",sensitive,fa,phate,1
Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7,safe,en,hate_speech_offensive,0
خجالت بکشید دیگه ,hateful,fa,phicad,2
اقا سرت سربلند ❤️ ❤️,safe,fa,phicad,0
ادم کیف می کنه این خانواده رودکی بینه تولدت مبارک 😍,safe,fa,phicad,0
همش دروغ محضه,hateful,fa,phicad,2
Nigga ended up going Juco messing with them hoes and then signed a the smallest of d1's moral of the story take what u can get,sensitive,en,hate_speech_offensive,1
&#8220;@Truth_305 10 under in Miami is a keeper&#8221;not hard to find them hoes just like to brain wrestle,sensitive,en,hate_speech_offensive,1
RT @USER: @USER @USER این کسکش دس تو جیبشه از چی میترسه؟؟ اینقدر ازین بی خایه ها بدم میاد,hateful,fa,pars_off,2
@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol,safe,en,hate_speech_offensive,0
I'm about to push this niggah off my seat trying to squish me and shit,sensitive,en,hate_speech_offensive,1
😳,hateful,fa,phicad,2
"شملویست ها کلاه بندازن بالا 
اشعار این پوفیوز هم بیشتر ترجمه دیگر اثار بوده که بنام خودش زده از دشمنی با فردوسی و ناریخ ایران و موسیقی سنتی بگذریم https://t.co/VFAuAQy8e1",sensitive,fa,phate,1
@leiacatherinexx don&#8217;t be a hurt little faggot,hateful,en,hate_speech_offensive,2
"Finished Yankeeography and still hate the Arizona D'backs for winning in 2001, Yankees shoulda had that",safe,en,hate_speech_offensive,0
"کسی از جنازه زیبا کلام خبر داره سلحشوری چی ،صادقی ،تاجزاده،
بیشرفا کجارفتن",sensitive,fa,phate,1
@mitch_krebs14 @Gnarles_Charles I am that queer gnarles Charles and no it wasn't me,sensitive,en,hate_speech_offensive,1
چقدردروغ اخه,hateful,fa,phicad,2
@USER این خوبه؟! @URL,safe,fa,pars_off,0
مهدی توتونچی از سهیل مهدی پرسید چرا امروز بازی اراک تماشاگر داشت؟ اون مادرجنده برگشت گفت تماشاگر نبودن اومده بودن برای بزرگداشت کتلت. اینم خایه کرد گفت خب اگه این عزیزان بودن که عیبی نداره=))))).,sensitive,fa,phate,1
هپی مپی داداش 😈 ❤️ ❤️,safe,fa,phicad,0
"امیدوارم بچه‌ های تیم ملی بازی بعدی رو عکس مهدی ترابی و امیری رو بیارن توی قاب عکس بنویسن همیشه به یادتان هستیم ....
مردم«کص ننشون»
#مهسا_امینی",sensitive,fa,phate,1
RT @sorryimalex: &#8220;@lametears: i only rted alex ramos aka trash to gain followers&#8221; #vote5sos,safe,en,hate_speech_offensive,0
My bitch &#128540; http://t.co/2v4VsPamrU,sensitive,en,hate_speech_offensive,1
فقط خفه باشید,hateful,fa,phicad,2
نمیتونی به وعده خالی اعتماد کنیم,hateful,fa,phicad,2
"خبرنگار اعزامی صدا و سیمای جمهوری  اسلامی ایران 
رعنا رحیم پور 
لندن",sensitive,fa,phate,1
حتما می بینم ❤️ ❤️,safe,fa,phicad,0
America is white trash and so are all Americans.,hateful,en,hate_speech_offensive,2
@lancejw113 so many hoes &#128514;&#128514;,sensitive,en,hate_speech_offensive,1
"RT @D0PESHIT0NLY: Bitches be having
No job
No future
No education
&amp; have the nerve to say ""all these niggas want is pussy""
Bitch cause that&#8230;",sensitive,en,hate_speech_offensive,1
Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.,hateful,en,hate_speech_offensive,2
بمیرم برات ارتامی جوونم شورتت کوو 😂,sensitive,fa,phicad,1
🙌 حیف نیست بدنت ماساژ نگیره؟؟ 🙌,sensitive,fa,phicad,1
لااقل یه شورت خوشکل میپوشیدی تو ک میخای اینجوری مانور بدی 😂 😂,sensitive,fa,phicad,1
خفه شید بمیرید ننگ بهتون مرگ بهتون 😭 😭,hateful,fa,phicad,2
یه دونه ایید اقای مدیری امیدوارم سالیان سال زنده باشید و عمر با عزت داشته باشید 🤲 🙏🏾 🌷,safe,fa,phicad,0
"کلام جناب زیبا کلام که روشن است : چون با غرب رابطه نداریم پس برای تامین حداقل ها درجدال روسیه با اوکراین راضی به ویرانی اوکراین بودیم.
و البته مثل بسیاری از تحلیل های ایشان  سطحی و حاصل ناآگاهی از مناسبات جهانی؛ 
همان تصویر فانتزی که هم فکرانشان از رابطه ی با جهان دارند . https://t.co/kNmkkqtvgn",sensitive,fa,phate,1
Let him fuck his side hoes in peace smh RT @Morganbaileyyy: wish my boyfriend would respond to my texts :(,sensitive,en,hate_speech_offensive,1
"Luda said that his bitch bad, well mine looks better in any weather lol",sensitive,en,hate_speech_offensive,1
"صدا و سیما عملا #وزارت_ماله_کشی رژیمه!!!

#توپ_تانک_فشفشه_خامنه_ای_کسکشه

ببینم بات صدا سیما اینو ریت میکنه؟ 😂 😂 😂",sensitive,fa,phate,1
@_TajMahal_ @_El_Padrino__ @AbellaXXX I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol,sensitive,en,hate_speech_offensive,1
@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,hateful,en,hate_speech_offensive,2
هشتاد میلیون ایرانی، گروگان مردک کودن پارانویید هستند. لحظه‌ به لحظه زندگیش داره به هشتاد میلیون نفر هزینه جانی و مالی و روانی تحمیل می‌کنه. با یک جمله امید هشتاد میلیون رو به باد می‌ده. کاش فقط زودتر بمیره.,sensitive,fa,phate,1
خدا اصلا هست من به بودنش شک دارم این همه ظلم ببینه هیچ کاری نکنه خدا پدر مادرش صبر بده,hateful,fa,phicad,2
@sophhh_marie ugly emo trash go cut,hateful,en,hate_speech_offensive,2
"i'd go to jamaica n attend those wild dancehall events, to jus five star frog splash a bitch off a tree n get on #WSHH",sensitive,en,hate_speech_offensive,1
"It's October babe, you don't have to be a hoe anymore.",sensitive,en,hate_speech_offensive,1
When did Miley turn ghetto?,safe,en,hate_speech_offensive,0
راحت میخوریش,sensitive,fa,phicad,1
تو کثافت کاری های خودت را پاک کن اقای رامبد جوان,hateful,fa,phicad,2
خیلی ادم تر بودی 😐,hateful,fa,phicad,2
@JustTooMuchCake Lmao. it bel ike that nowadays,safe,en,hate_speech_offensive,0
حیف نون ریدم سر جد و خانوادت,hateful,fa,phicad,2
"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",safe,en,hate_speech_offensive,0
"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",hateful,en,hate_speech_offensive,2
"حجی عبدل محصول 40 ساله این سیستم بود
لومپن
بی سواد
ابله و احمق
پرووووووو
وقیح
دستاورد این 40 سال",sensitive,fa,phate,1
کاش میشد باهات لز بندازم,sensitive,fa,phicad,1
 اقای ماهینی تکذیب لطفا 🙏,safe,fa,phicad,0
اعتصاب عسلویه,hateful,fa,phicad,2
